orig_chain_id,orig_timestamp,orig_tx_hash,dst_chain_id,dst_timestamp,dst_tx_hash,deposit_id,origin_token,dst_token,sender,beneficiary,amount,value_usd,time_difference,day_rounded,datetime_group
6648936,1641910910,0x558e79cfc804db33657154ed2b449abdc09962ef97e5ac79c859fb6b013c0081,1650811245,1641917166,0xc997abffbf9b5ea0768fd72c7cbf6cecb4134b601740763f09757f1c70294058,10,0x6b175474e89094c44da98b954eedeac495271d0f,0xc234a67a4f840e61ade794be47de455361b52413,0xffffffffff402b1b62421a978cf93a56453d1496,0xffffffffff402b1b62421a978cf93a56453d1496,145000000000000000000000,145163.015815,6256,7,2022-01-07 00:00
6648936,1641915207,0x2389ae8bd04b95f086382c4a76b6345db92b8f7f01b36ac0ddf749bee164e4dc,1650811245,1641917214,0x036195e48ab458a81870f09985ab44c9184e933e3de91e410f0e43ca510f8d6c,11,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0x7e76de758cd414096a4882ed2824bc513d7ed7c9,0x7e76de758cd414096a4882ed2824bc513d7ed7c9,25000000000000000000,84472.39137499999,2007,7,2022-01-07 00:00
6648936,1641918929,0xd198e21f31ca754c955c0cb3000a79c57071c4ee3b72f8c0eaa8cdc7e3824b4b,1650811245,1641920856,0x8e74321b6e2a3a68c74235d7b9b234da5fd8e1f1b6170ad14ea71945d53102cd,12,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0x04b5762ee57e2fa1cc1dd2e13d284d0284f2d41e,0x04b5762ee57e2fa1cc1dd2e13d284d0284f2d41e,3068919663,3068.303982475048,1927,7,2022-01-07 00:00
6648936,1641920266,0xfee8252a262bf599a019d445c88f1712cd464799c5243e9ded409da5679d8abd,1650811245,1641922266,0xd051978959dbc006af8dafc0ad09d9bd05086be3ffcc03d9e2b3a9b61e9c9da8,13,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0x735c513cc74d2eae4dd25e0d48f9a3781b2aecb0,0x735c513cc74d2eae4dd25e0d48f9a3781b2aecb0,995000000,994.80038509,2000,7,2022-01-07 00:00
6648936,1641921039,0xb0d24767dff3bbfeb42a9a799afbb601307ce67c0458119d2383cf52449cf04c,1650811245,1641923082,0x61aabed6bbb90032e97e8e890bd0edf572cc28f3b007bfe0c54f1972f1b18455,14,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0xf5b1eb627608d92cc4a18f5ba3d47891821f2af1,0xf5b1eb627608d92cc4a18f5ba3d47891821f2af1,1000000000,999.7993819999999,2043,7,2022-01-07 00:00
6648936,1641921327,0x7dc194ebee4216774eb8a447b0db2855b559e00f38dbf1fd3d7974acdd42bd68,1650811245,1641923376,0xcab64090e378723965237453eb4369a8518b703ca2fd87bdebabbbf26ab57e09,15,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0xc13456a34305e9265e907f70f76b1ba6e2055c8b,0xc13456a34305e9265e907f70f76b1ba6e2055c8b,100000000,99.97993819999999,2049,7,2022-01-07 00:00
6648936,1641921437,0x3c19e384b5fbb5633d7b7256dcc13f47e0c08a24685898d78f04a79e74be72a4,1650811245,1641923670,0xaf7ca37ff84f96cef77a2a340c1bd44c4b5db32582447a76914d3512bf1bb73b,16,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0xabbf80801092c40dfdba8019c63c61ab3e63556a,0xabbf80801092c40dfdba8019c63c61ab3e63556a,9322000000,9320.129839004,2233,7,2022-01-07 00:00
6648936,1641922084,0xcd5e22ffc03a595bbf48e5d7223fedba2d8a5c37769c14cec919449291782657,1650811245,1641924078,0x21f69dd67820ef3eda2f1a2fa043e75aa2fca1ca2b35ef3f2038426dd498aabd,17,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0xf8d40f5257324f2f4fbd531f342c97ef7d011c16,0xf8d40f5257324f2f4fbd531f342c97ef7d011c16,500000000,499.89969099999996,1994,7,2022-01-07 00:00
6648936,1641922153,0x3b3ecdd92f528581fdba70381256af47cd215095935a404d9a21656092af3bc7,1650811245,1641924385,0x091302006e614e6564b416e124c1970f7495fb4fff9990e74335fa57f0be564d,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0x356eb354aea711854e1d69a36643e181a1da8ba5,0x356eb354aea711854e1d69a36643e181a1da8ba5,431000000,430.913533642,2232,7,2022-01-07 00:00
6648936,1641923572,0x1b04482bc044337721f3831f9fff507f74e60c9f5e48e12139c0990443fef597,1650811245,1641925584,0x8709058d02bac18c744a3243f1de13d4f25a5aa9a84073c36d77f90aaa6f5a31,19,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0x735c513cc74d2eae4dd25e0d48f9a3781b2aecb0,0x735c513cc74d2eae4dd25e0d48f9a3781b2aecb0,155000000000000000,523.7288265249999,2012,7,2022-01-07 00:00
6648936,1641923572,0xbaf72c0ff2872b527cd1191f152e342ebcdd54fb447572c181c73918795d4a98,1650811245,1641925632,0xc5a42a44da0377f7081a9ffbc502f33946030669bc568701be9ecd5b0dfee6c2,20,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0x0c088e6ee9a15517cf7a642b60053391f458474d,0x0c088e6ee9a15517cf7a642b60053391f458474d,100000000,99.97993819999999,2060,7,2022-01-07 00:00
6648936,1641924030,0x87cd1c2ec8c1fdbb09d747a04cc11b16fd75c2778aa8c075dad3e26a24238b29,1650811245,1641925992,0x1a750e4159ae95817419837bf2977fdf1d287cd1124606a51c1ebdd1027cfd59,21,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0x91544e0d0ee6361152f06891b52e778b3614d253,0xab416fe30d58afe5d9454c7fce7f830bcc750356,1000000000000000000,3378.895655,1962,7,2022-01-07 00:00
6648936,1641924156,0x126fad622f21b5fb50bdc8857c68c7c155434598a48fd9ff964f29fc21ecbcb7,1650811245,1641926400,0xc8411aacc30675fe077eb863bcb4f3ac1383da06635b90ecc3bf60f548ebee73,22,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0x1748789703159580520cc2ce6d1ba01e7359c44c,0x1748789703159580520cc2ce6d1ba01e7359c44c,1000000000,999.7993819999999,2244,7,2022-01-07 00:00
6648936,1641924297,0xa93d380266eccf0ea33ba9a8bde7846eaf891a29d0b07e6226829930a579123f,1650811245,1641926448,0xb8d745dba685c378ede6c9dc2d3cde334867f97477b137c915d89cf18907f9b4,23,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xc1b6c08ea8a5a165b453dc9023f484dd7028ab2b,0xc1b6c08ea8a5a165b453dc9023f484dd7028ab2b,800000000000000000,2703.116524,2151,7,2022-01-07 00:00
6648936,1641924750,0xcd80e504ff20d5afa331d4b1768d06fbf6fdd47f7ba2e0a733201f5302e4cb7a,1650811245,1641926688,0x8c1a8254a50c907611dd5dfe989ee8a6ad29d3ab386902fa62fd79dcfd621ee9,24,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0x628e449db79206d95c26b6cacce27328a5294a56,0x628e449db79206d95c26b6cacce27328a5294a56,400000000000000000,1351.558262,1938,7,2022-01-07 00:00
6648936,1641925260,0xed0552ce892bd0b12c24c4a4025340287a41e07c5747ffc6f998f15a62552132,1650811245,1641927198,0xc629a0680adbc2f979a80a3c648b6dcb86060a22203db95a4c94cb0627b757b8,25,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xf3a94d1686f679d586bf689db153be2d52384675,0xf3a94d1686f679d586bf689db153be2d52384675,1000000000000000000,3378.895655,1938,7,2022-01-07 00:00
6648936,1641925456,0x79cd246ca243940963dfa294e6de06af8f59ac859172387fea4d33b6ae101f34,1650811245,1641927588,0x08c83fec721c69e7b86368142110bc701bb316176b3d4a6bd180f67af067938c,26,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0x5be4cb2f7b2c8ab1b0aae6cf5aa4a1cc398aeb6d,0x5be4cb2f7b2c8ab1b0aae6cf5aa4a1cc398aeb6d,500000000000000000,1689.4478275,2132,7,2022-01-07 00:00
6648936,1641925947,0x2c8a744d32b385b27d5b004783442dc703ffd2fe231c2adcbed96e5be882ad65,1650811245,1641928002,0xf9891434f68b7a841095b2adf84705a2884e47501666df2d8c99c06978a55737,27,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0x680a1f5cc735bc93851b12ffd65d8a54acefba6b,0x680a1f5cc735bc93851b12ffd65d8a54acefba6b,700000000000000000,2365.2269585,2055,7,2022-01-07 00:00
6648936,1641926398,0x002f166bc706c44303d005f13cde5a88471a860c5dfdb20cd32ee36c6994d53d,1650811245,1641928302,0xdf1fb01f9e090d507f3a34fbac6d78e7e6e83cf5a5f0b2b40452903ae70f2a07,28,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xf5b1eb627608d92cc4a18f5ba3d47891821f2af1,0xf5b1eb627608d92cc4a18f5ba3d47891821f2af1,500000000000000000,1689.4478275,1904,7,2022-01-07 00:00
6648936,1641926630,0xdda1ddefdbb9377849ea89959ab7e8760082f69032b9f43d4ab87fb341371894,1650811245,1641928806,0x65339f026ebf3b4c167814a99b0a13e314f492d63d34915ee24560f4b79ab458,29,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0x356eb354aea711854e1d69a36643e181a1da8ba5,0x356eb354aea711854e1d69a36643e181a1da8ba5,20000000000000000,67.5779131,2176,7,2022-01-07 00:00
6648936,1641927468,0x70d57358757c14b668600c036787260d575ad61c7c7b7f82930e08d5b0d62a4c,1650811245,1641929406,0x3c9eba0a9526cd6adfca0daef56b3d1446fd719cccedc861fbba2c1758cc5bbb,30,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xf8d40f5257324f2f4fbd531f342c97ef7d011c16,0xf8d40f5257324f2f4fbd531f342c97ef7d011c16,400000000000000000,1351.558262,1938,7,2022-01-07 00:00
6648936,1641927595,0x2ff01b4b62d422859c56b4e08c6df381067847c3fc7b1fc7b43f4478a9aafc6f,1650811245,1641929802,0x2f639847b4494d59e30410e7de731fabfd83aa99dd61c41d3aa4c04c8a41795c,31,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0xf8d40f5257324f2f4fbd531f342c97ef7d011c16,0xf8d40f5257324f2f4fbd531f342c97ef7d011c16,3550000000,3549.2878060999997,2207,7,2022-01-07 00:00
6648936,1641928057,0x12e46be2b2cb64236958c491b16a59e6f942e8a53fe1a5bcecad0e4322212517,1650811245,1641930102,0x5de153d4f564420026e8dc26b8dbc23658801ad075380420cdc79772c55577ed,32,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0x4b0a6d7339f7072d0fec5a9f8ae34a5a60624e93,0x4b0a6d7339f7072d0fec5a9f8ae34a5a60624e93,1000000000000000000,3378.895655,2045,7,2022-01-07 00:00
6648936,1641930450,0x4ee283e088e6e2d28c2f91a77c88a7030ff72f1a4c51e9a04224cb065962fa8b,1650811245,1641932424,0xcdeb419c201d08481e4d02059b1f0fc315f3296264705ab80ae2984204b66d78,33,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0xf8d40f5257324f2f4fbd531f342c97ef7d011c16,0xf8d40f5257324f2f4fbd531f342c97ef7d011c16,7000000000,6998.595674,1974,7,2022-01-07 00:00
6648936,1641931036,0x61ce7387b7e8836c0744906c744642cb4f3cfd2ab2245ae0b32cc4977eff0d71,1650811245,1641933024,0x63590d28659616b64d13c4b70d5aa9dbb9aefbbe1445d420606bf314de5d1b84,34,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0x6908cc437c8bea5c19a81e487a1528635ec2b197,0x6908cc437c8bea5c19a81e487a1528635ec2b197,3000000000000000000,10136.686964999999,1988,7,2022-01-07 00:00
6648936,1641931687,0x6f9350470921869df16ffbbecdc96b9cafbf1e0ae1f546777395920295949f2e,1650811245,1641933720,0x6d44ceb5b493b830d8cdf2f9fcbc169c5a19bb9739069db54f184f174fc6d2d1,35,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xa5ebb6c040c58a6819b14ed670be97acbffcf8d0,0xa5ebb6c040c58a6819b14ed670be97acbffcf8d0,390000000000000000,1317.76930545,2033,7,2022-01-07 00:00
6648936,1641931839,0x2bf1684ea45da78cf58f1c2ba65052607b7fa7a9a4d4590db00325b67dcdfa9a,1650811245,1641934032,0x68adef37ee5ac8a7681ca6a1aeb51fe10053575d8faaae73f79f1ff6e2a07b37,36,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0xc5fc3f9864d91c4506435a826c0506e163d798e2,0xc5fc3f9864d91c4506435a826c0506e163d798e2,2901324100,2900.7420421617057,2193,7,2022-01-07 00:00
6648936,1641932806,0xab5d460db8c11831b610f57b6d9369ec7c99a7a3c50331633126aa34b6e0ac6d,1650811245,1641934728,0x8985dd7be97c1cd8e2ea46bb62f0ce79740708cf4ecf3312bb13ac7a8136278b,37,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0x735c513cc74d2eae4dd25e0d48f9a3781b2aecb0,0x735c513cc74d2eae4dd25e0d48f9a3781b2aecb0,11000000000,10997.793201999999,1922,7,2022-01-07 00:00
6648936,1641933130,0x317e740c9af3363d7d3dee771f11bb79e7993d7e9e86ea1fcb09c90dce55227b,1650811245,1641935142,0x0cf0cb1d2ec2ef5998ced9cc482d89a5cc92a73bf866469eae73658771a71aa7,38,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0x08c1ad071d03b3420e6458ad6dbd1f0e75f3a305,0x08c1ad071d03b3420e6458ad6dbd1f0e75f3a305,920000000000000000,3108.5840026,2012,7,2022-01-07 00:00
6648936,1641934154,0x9498bbac3f04a8444c3364f84c7aeb9d66b19a675033f7db64aeae3fadef83e1,1650811245,1641936138,0xda1c45e933ea2ff3e2fff2659af4a1c2c81694dd195a3945f3cd3ceefacf36d0,39,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0xf7543ad1996e868b881196967508b46d8e738281,0xf7543ad1996e868b881196967508b46d8e738281,7000000000,6998.595674,1984,7,2022-01-07 00:00
6648936,1641934731,0x0136fe66ad8001fbe22df37a04d16269831fb874cb66497116b95d7732658a4c,1650811245,1641936756,0xda562d42bd3515430b8dc0f98b14e0bb2e129f1eed4c0385d537b466b680b448,40,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0x8cfa22630ffb4c31f8488330d331a229c0b0b40c,0x8cfa22630ffb4c31f8488330d331a229c0b0b40c,35864763220,35857.56810293233,2025,7,2022-01-07 00:00
6648936,1641936133,0x4750dced713ff1838d1d2b3a391a23e40c8f2e02710f585786c77b15178c718e,1650811245,1641938160,0x14c0ceffecf874182c3c4a49ade03e6be1f7d5b1e508b5dbb42ab0daa331d5ba,41,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x1dc78acda13a8bc4408b207c9e48cdbc096d95e0,0x26bc3110960b1888c4bd043dbd16a6c7336ab488,0x26bc3110960b1888c4bd043dbd16a6c7336ab488,1537379,674.8221421211692,2027,7,2022-01-07 00:00
6648936,1641937876,0x1cb05fcc8fca357c8f5f51045a9fbeb8916cc3036505a39bfce9ee27115e23db,1650811245,1641939852,0x706e5b136564e07ab479d0ad6cdad6e95700aef8e926d98dd3e3234ffc3aab69,42,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0xe7bc9082c538d4d6d3e1c54cea42b58899a5add0,0xe7bc9082c538d4d6d3e1c54cea42b58899a5add0,10000000000,9997.99382,1976,7,2022-01-07 00:00
6648936,1641940677,0x8eedd8d80a86e4deec72d89004f8af7ecdf9a35a695fe9467b913aef91b1d9bc,1650811245,1641942576,0x9f9bc20f1e1f626a87d8f66a7919601cd5bcd05ce5916e5f63d88324b445eb76,43,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x1dc78acda13a8bc4408b207c9e48cdbc096d95e0,0x8cfa22630ffb4c31f8488330d331a229c0b0b40c,0x8cfa22630ffb4c31f8488330d331a229c0b0b40c,10000000,4389.432548,1899,7,2022-01-07 00:00
6648936,1641941439,0x3e048940230b987e72c9e1209eaf448a01bbc63c731815cbd82458f5d612dbff,1650811245,1641943380,0xef4d3208f7160b640901816a9484f841f2e311c4658e29131f003a958f801c0a,44,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xc4f107089a02e5b3e52b99f73d19edb99e68dcc9,0xc4f107089a02e5b3e52b99f73d19edb99e68dcc9,200000000000000000,675.779131,1941,7,2022-01-07 00:00
6648936,1641943216,0xfe2b90b26d4ed5105f5cb0ac2c8d79f41fba87b269c12cba1c51e9494807dc00,1650811245,1641945204,0xccc09d3235e175bf0875fff29d8b99948693ce9837b6b926743c1ae0ae225ca2,45,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x1dc78acda13a8bc4408b207c9e48cdbc096d95e0,0x8cfa22630ffb4c31f8488330d331a229c0b0b40c,0x8cfa22630ffb4c31f8488330d331a229c0b0b40c,8300000,3643.22901484,1988,7,2022-01-07 00:00
6648936,1641952605,0x520e3bf16da4c22013bbe0d36e6683976bf1da4bd8d0e8280cfedeeaa4c59a30,1650811245,1641954630,0xf4f31b91c7c002fa6390cd89280c39666bb34cbe2270f7d295d40df29fe7b24c,46,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0x4b0a6d7339f7072d0fec5a9f8ae34a5a60624e93,0x4b0a6d7339f7072d0fec5a9f8ae34a5a60624e93,550000000000000000,1789.9420335500001,2025,7,2022-01-07 00:00
6648936,1641955370,0xd23a9d27e6c1e1c8ea27eba1dddcc19f28a0816dc36b890fcb021f21344ec85c,1650811245,1641957348,0xc38d1936cb246a9cad5e4ab0b4098fb16c2ad749f06ea31a97d3b354d768ae8c,47,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0x05f51de33bd21abd4172634eddc78c8884212033,0x05f51de33bd21abd4172634eddc78c8884212033,5000000000,4995.125495,1978,7,2022-01-07 00:00
6648936,1641956194,0xe6bded6a4a8d11ec655c676b974c8f0c9a3e4e301b81a56cf053a8781a90114c,1650811245,1641958260,0x90be64909af3038c870e8f79dc8261292f522a09c39b5b79444055ec9b3c59f3,48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xf80b60431bb1e54a3e59129171fbf15c5c866bec,0xf80b60431bb1e54a3e59129171fbf15c5c866bec,3500000000000000000,11390.540213499999,2066,7,2022-01-07 00:00
6648936,1641957065,0x3db86211456636451be3dfa156fbac4ea4a0bc45bc9d896e74ebab744c8f9c11,1650811245,1641959070,0x5d504f0b4c6a6dbbbf98631df3399599b9614febf22779a81fdda915ff5e6663,49,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0x735c513cc74d2eae4dd25e0d48f9a3781b2aecb0,0x735c513cc74d2eae4dd25e0d48f9a3781b2aecb0,2000000000000000000,6508.880122,2005,7,2022-01-07 00:00
6648936,1641959454,0x592cb4c9852bbb08232f1d8866c188befb264f9189e4fea4291b7c63a7b86ab5,1650811245,1641961374,0x067d87696e7b85201f76bcc300cf8b78f204d58dd262225568481f166c121fc5,50,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xffffffffff402b1b62421a978cf93a56453d1496,0xffffffffff402b1b62421a978cf93a56453d1496,200000000000000000000,650888.0122,1920,7,2022-01-07 00:00
6648936,1641960601,0x63b0bd9ed625690c412fcb474bfa658e2471382a785ad47728d4c99054ecee5b,1650811245,1641962574,0x436c26e5c96009ce4b3b223e14d9ed850dfbcb573de0aa20a83b813d6670a6fb,51,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0xf80b60431bb1e54a3e59129171fbf15c5c866bec,0xf80b60431bb1e54a3e59129171fbf15c5c866bec,6500000000,6493.6631435,1973,7,2022-01-07 00:00
